metric,avg_power_W,avg_power_W,avg_power_W,avg_power_W,duration_s,duration_s,duration_s,duration_s,nodes,nodes,nodes,nodes,total_energy,total_energy,total_energy,total_energy,cores,req_walltime,count
machine,Desktop,Faster,Midway,Theta,Desktop,Faster,Midway,Theta,Desktop,Faster,Midway,Theta,Desktop,Faster,Midway,Theta,,,
func_name,,,,,,,,,,,,,,,,,,,
94,4.170669686874924,0.6420379097973685,4.874909090909091,0.8338602489570606,6065.664537574529,7855.034058844339,6940.763636363637,52667.72454837732,2.0,1.0,1.0,1.0,788536.3898846888,1771665.3308159714,2026682.790505785,7198810.401246684,32.0,86400.0,55.0
95,4.173258466441616,0.6495896539219792,5.194117647058825,0.8339936943661121,11033.100012305935,14415.080204578704,12269.588235294117,96653.56741978078,2.0,1.0,1.0,1.0,1434303.0015997714,3254735.82470183,3708013.9128027684,13211363.320690673,32.0,86400.0,68.0
96,4.175905289245725,0.65721125710866,4.325,0.8341301180725235,60390.7272710054,82330.13829259285,57602.666666666664,552034.8241185019,2.0,1.0,1.0,1.0,7850794.5452307025,18609143.747908086,15806171.73333333,75458834.58974275,32.0,86400.0,3.0
97,1.356648949652902,1.7358276718344696,3.18,0.6888104352205553,33.37572136011836,46.13387083559104,31.0,308.35992895510594,2.0,1.0,1.0,1.0,1883.484286576341,12020.017908664358,7370.5599999999995,40716.44136484232,32.0,86400.0,2.0
98,6.630642352372309,3.674657876665014,3.3000000000000003,0.9606605983543597,14.18959401035873,17.716746437976756,19.0,117.81632783474777,2.0,1.0,1.0,1.0,1844.647221346635,5715.228438895255,4590.400000000001,16581.604189618804,32.0,86400.0,3.0
99,7.555438832474833,4.014632329592834,4.359999999999999,1.0083295829626642,17.406036646398924,23.561504927339136,18.0,157.00795636847292,3.0,1.0,1.0,1.0,3394.1771460477903,9370.465922032037,6215.039999999999,24870.03202454046,48.0,60.0,2.0
0,4.1641126245722795,0.6224655668015614,6.325227272727273,0.8335223126364325,2970.623147355229,3878.581464956046,3311.5454545454545,26005.29510405121,1.0,1.0,1.0,1.0,193090.50457808987,833737.7348755079,785510.6238016528,3207398.3609003797,16.0,10740.0,22.0
1,4.144122408774842,0.558933286701098,7.6325,0.8324919131136196,1002.5183684382444,1248.8920341958803,1285.5,8372.897645750503,1.0,1.0,1.0,1.0,65163.69394848588,267191.62428068224,331813.26,1032544.654303201,16.0,10740.0,4.0
10,4.166539243584265,0.629787426735812,2.44,0.8336473698912096,14134.821934707887,22635.265670571003,4105.0,151775.6571570966,1.0,1.0,1.0,1.0,918763.4257560127,4868315.953989461,718539.2,18719760.325721003,16.0,10800.0,1.0
100,4.153752810183182,0.5903227021651986,3.47,0.8329882594309094,974.0375497017504,1008.1456097724763,1821.0,6758.4281867518475,1.0,1.0,1.0,1.0,63312.44073061378,216191.94985194757,348757.92000000004,833502.1618510426,16.0,1800.0,1.0
1000,4.173915958909563,0.651490544056967,9.26,0.8340276057034498,18704.37789341274,26431.650717579043,15244.0,177228.22356080482,2.0,1.0,1.0,1.0,2431569.126143656,5969527.4533059215,6250040.0,24225127.982392333,32.0,43200.0,1.0
1001,4.175667417806155,0.6565297529808608,8.36448717948718,0.8341178853695049,39978.15276899781,52676.12888612017,43220.35897435898,353198.2187515499,2.0,1.0,1.0,1.0,5197159.859969716,11905276.689993594,17446485.253596317,48279290.50559268,32.0,43200.0,39.0
1002,4.174159927018223,0.6521954698319299,9.866821428571429,0.8340401811395166,14962.495744302105,19507.563668426552,16754.364285714284,130799.12521857832,2.0,1.0,1.0,1.0,1945124.4467592735,4406178.380891627,6869289.357142856,17878839.008929804,32.0,43200.0,140.0
1003,4.174926521084327,0.6544040051137642,2.4688461538461537,0.8340796955445778,54538.7263194167,84289.79616238932,24328.76923076923,565185.8887563011,2.0,1.0,1.0,1.0,7090034.421524172,19044514.7796543,5230760.242366863,77255570.13183144,32.0,43200.0,13.0
1004,4.171903123810616,0.645649180744956,2.4250000000000003,0.8339238532940098,14743.704450860268,22006.494159608417,8751.0,147557.9967227128,2.0,1.0,1.0,1.0,1916681.578611835,4966002.50032676,1869213.6,20169047.902261592,32.0,43200.0,2.0
1005,4.175667383530436,0.6565298423184266,8.686063829787233,0.834117883602749,41174.24814386237,54715.885262318996,43221.13617021277,366875.55194950505,2.0,1.0,1.0,1.0,5352652.258702109,12366280.047530062,17720665.829787236,50148869.40045233,32.0,43200.0,235.0
1006,4.171448156492798,0.6443163744079,7.565,0.8339004018173016,5370.215260339989,6295.589904721784,7981.0,42210.726824228674,2.0,1.0,1.0,1.0,698127.9838441986,1420399.1836573838,3017456.4800000004,5769565.2965763435,32.0,43200.0,1.0
1007,4.174046076565045,0.6518680983402914,0.825,0.8340343478357843,29834.393925127853,45137.3738706445,16017.0,302656.87924765766,2.0,1.0,1.0,1.0,3878471.210266621,10194717.29369434,2601160.8000000003,41369896.17008503,32.0,43200.0,1.0
1008,4.17221999866661,0.6465734410117575,1.5025,0.8339402108147862,5046.50259415364,5241.425623890479,9380.0,35141.70395371917,2.0,1.0,1.0,1.0,656045.3372399731,1182939.1841438224,1726670.4,4803381.99502288,32.0,43200.0,4.0
1009,4.17566694648275,0.6565285701897587,3.21,0.8341178610749469,28358.800914177406,32864.993445677464,43202.0,220357.1126082393,2.0,1.0,1.0,1.0,3686644.118843063,7427781.485361845,10313181.44,30121004.097032268,32.0,43200.0,1.0
101,4.10627249948754,0.4251256245467701,3.8299999999999996,0.8305409199304663,498.6247142762155,633.6665442670113,605.0,4247.800732485524,1.0,1.0,1.0,1.0,32410.606427954008,134211.84774091182,119354.4,523705.637822045,16.0,1800.0,1.0
1010,4.175961373822565,0.6573714742340615,1.0150000000000001,0.8341330374527469,151598.5627083138,236136.28969820897,62496.0,1583361.30892323,2.0,1.0,1.0,1.0,19707813.152080797,53375275.73626318,10529326.080000002,216433231.27746862,32.0,43200.0,1.0
1011,4.175667384715805,0.6565298456881669,8.447173913043478,0.8341178836638493,40727.08370863329,53953.22080366369,43221.108695652176,361761.60000135226,2.0,1.0,1.0,1.0,5294520.882122328,12193911.056066541,17561149.882344045,49449834.246035986,32.0,43200.0,46.0
1012,4.06742051154125,0.27766652844521356,6.256666666666667,0.82853825425849,393.7462024435365,529.9294789346648,395.6111111111111,3552.272804602596,2.0,1.0,1.0,1.0,51187.00631765975,113344.14090117649,133009.73037037038,484932.2135678966,32.0,480.0,18.0
1013,4.061383716061626,0.2555649413672818,6.09,0.8282270495846973,267.5159222899391,321.6714159001737,376.0,2155.830565125654,2.0,1.0,1.0,1.0,34777.06989769208,68573.29422894548,124410.88,294277.91219129495,32.0,480.0,2.0
1014,4.0654179407716,0.2704132313004679,5.8278125,0.8284350309281068,381.4237427862494,511.2850199967955,389.0,3427.256847263885,2.0,1.0,1.0,1.0,49585.086562212426,109237.69259927452,125448.61,467854.5614313993,32.0,480.0,16.0
1015,4.175798870517625,0.6569064190429202,8.059999999999999,0.8341246611533482,47089.62873332611,62323.20009901839,50137.0,417883.20900832646,2.0,1.0,1.0,1.0,6121651.735332395,14086352.3467097,19749967.04,57121287.07461972,32.0,50100.0,1.0
1016,4.17579864676745,0.6569063606621292,7.955,0.8341246280497302,40988.66532385368,51918.24209632347,50135.0,348114.0539869501,2.0,1.0,1.0,1.0,5328526.492100978,11734613.180705389,19580725.6,47584402.12418846,32.0,50100.0,1.0
1017,4.170423324607889,0.6413097455449844,7.6049999999999995,0.8338475764381207,7690.681003830893,10725.947903783075,6664.0,71918.3713550118,2.0,1.0,1.0,1.0,999788.5304980162,2418936.277744455,2528055.04,9830027.558035405,32.0,50100.0,1.0
1018,4.175803526727297,0.6569200890515271,5.6049999999999995,0.8341249011595824,53148.296748954,72551.95023398718,50429.0,486470.72970470355,2.0,1.0,1.0,1.0,6909278.57736402,16398296.473441703,15903289.440000001,66496655.4461403,32.0,50400.0,1.0
1019,4.099256660654437,0.39889830116906255,3.47,0.8301792616015742,528.7725804590567,704.1057548366136,552.0,4720.139361875878,2.0,1.0,1.0,1.0,68740.43545967738,153329.41060383173,136366.08000000002,644609.3077295033,32.0,540.0,1.0
102,4.118609930286298,0.47044878052108746,3.8925,0.8311768691860996,653.9422270204572,853.8946383196251,729.5,5724.472417278932,1.0,1.0,1.0,1.0,42506.24475632972,181475.81991617853,144645.26,705820.7508852598,16.0,1800.0,2.0
1020,4.158282296424286,0.6045734974129127,2.805,0.8332217399934062,2173.3143321045463,2893.913830802288,2266.0,19403.06842857586,2.0,1.0,1.0,1.0,282530.86317359103,649239.0107032607,511572.16,2651683.397135956,32.0,5400.0,1.0
1021,4.16258939004951,0.6177999506866356,11.39,0.833443773073278,3831.6350138216335,5476.132203495637,2952.0,36717.59042123359,2.0,1.0,1.0,1.0,498112.55179681233,1230868.036285345,1210320.0,5018200.453498324,32.0,5400.0,1.0
1022,4.175858588559081,0.6570765317342876,6.63,0.8341277644117626,49580.829583868144,65169.71092610377,54045.0,436968.8633789669,2.0,1.0,1.0,1.0,6445507.845902858,14730078.343993684,18816307.2,59730186.527777456,32.0,54000.0,1.0
1023,4.175857876148296,0.6570751446755531,7.209999999999999,0.834127702622744,76384.0452833131,110896.91690712069,54011.0,743586.9839671657,2.0,1.0,1.0,1.0,9929925.886830702,25065631.413025953,19806913.919999998,101642456.32076287,32.0,54000.0,1.0
1024,4.098421718747486,0.396137718567703,1.05,0.8301362046701797,985.5044238328786,1484.89235013467,547.0,9955.608685244562,2.0,1.0,1.0,1.0,128115.57509827422,323226.0315504388,92771.2,1359581.3140697146,32.0,600.0,1.0
1025,4.109320669357243,0.43585895667175184,7.5200000000000005,0.8306980150514167,615.4957552392294,824.0278217235444,630.0,5524.236542823882,2.0,1.0,1.0,1.0,80014.44818109983,180418.82046596406,237283.19999999998,754513.1342961726,32.0,600.0,1.0
1026,4.088080895551093,0.3560852526663107,5.33875,0.8296032022127967,520.856758274025,715.0072507308445,484.0,4793.260106693676,2.0,1.0,1.0,1.0,67711.37857562324,154723.7996009347,148510.56000000003,654506.7376099658,32.0,600.0,4.0
1027,4.109899120041908,0.43852170177599814,4.32,0.8307278315288358,464.55295112057354,564.1905211051225,636.6666666666666,3781.9275751391715,2.0,1.0,1.0,1.0,60391.88364567456,123576.17002465908,174599.46666666667,516548.11305713194,32.0,600.0,3.0
1028,4.1094936806960645,0.4359225508325822,11.620000000000001,0.8307069591419601,342.4798553020064,358.377606858699,630.0,2401.876767693764,2.0,1.0,1.0,1.0,44522.381189260836,78466.60558341314,258300.0,328054.62831590144,32.0,600.0,1.0
1029,4.091282904454338,0.3682931927104064,5.515,0.8297682510729514,367.8443743520673,447.7524557992789,501.5,3001.210527297757,2.0,1.0,1.0,1.0,47819.768665768745,97066.1872465399,156708.72,409823.05273355613,32.0,600.0,2.0
103,4.147451999089229,0.5700303771091346,2.335,0.8326635100574012,2421.9229929770463,3617.2257509426618,1432.0,24253.418063193407,1.0,1.0,1.0,1.0,157424.99454350802,774522.1358856251,248251.52000000002,2990994.9663974857,16.0,1800.0,5.0
1030,4.11860652818503,0.4705917425458183,2.68,0.8311766230215824,469.45020082024075,539.0494624236253,730.0,3613.316968506474,2.0,1.0,1.0,1.0,61028.526106631296,118622.65102373344,161884.8,493570.61360098544,32.0,600.0,1.0
1031,4.10941548011093,0.43588850729527673,9.379999999999999,0.830702928258363,826.2964734717132,1183.565122522474,630.0,7935.069330690779,2.0,1.0,1.0,1.0,107418.5415513227,259139.72802248548,258300.0,1083791.5569020004,32.0,600.0,1.0
1032,4.072251992157437,0.2953361276853637,7.453,0.8287872949053643,393.5843414199257,523.55676029309,412.6,3509.535804611356,2.0,1.0,1.0,1.0,51165.96438459034,112277.14309875401,154517.0496,479126.0164553249,32.0,600.0,5.0
1033,4.105973875367152,0.42421961094343547,2.695,0.83052552706339,435.649627903947,526.975274936383,603.0,3532.3963061780582,2.0,1.0,1.0,1.0,56634.45162751311,115183.63523748884,134010.72,482443.4434071161,32.0,600.0,1.0
1034,4.086254012896878,0.34941489529763065,4.3100000000000005,0.8295090347982687,529.5868075829325,733.1267906054775,475.0,4914.761361601749,2.0,1.0,1.0,1.0,68846.28498578123,158488.2855390605,130112.00000000001,671082.5962826273,32.0,600.0,1.0
1035,4.1105027969543695,0.4410172046806386,2.325,0.8307589483024972,654.7384865269295,886.2942096291434,643.0,5941.751857853339,2.0,1.0,1.0,1.0,85116.00324850083,194198.18480934337,135287.2,811549.9371480161,32.0,600.0,2.0
1036,4.175947587434153,0.6573317348600061,9.945,0.8341323268277108,73350.04332462877,103140.18072598477,61206.0,691572.8112843985,2.0,1.0,1.0,1.0,9535505.63220174,23313251.094599232,25094460.0,94532632.86520182,32.0,61200.0,1.0
1037,4.122280384072844,0.48379668578217494,2.6550000000000002,0.8313660288534931,530.2561248210158,625.5334417605679,778.0,4193.208956720364,2.0,1.0,1.0,1.0,68933.29622673205,137918.54775194617,171906.88,572807.9125512883,32.0,659.0,1.0
1038,4.170850800964094,0.6425623171785069,10.845,0.8338696388621295,9327.52703203106,13341.517476423007,7155.0,89456.58910391365,2.0,1.0,1.0,1.0,1212578.5141640378,3009339.28696521,2933550.0,12227269.078227889,32.0,7140.0,1.0
1039,4.16600609852864,0.6281826025204587,5.967083333333334,0.833619888710992,3515.1262730631743,4596.4151604115,3899.125,30818.44883690712,2.0,1.0,1.0,1.0,456966.4154982127,1034661.5250917749,1274805.9216666669,4212137.272529156,32.0,7140.0,24.0
104,4.14852469844796,0.5735294809052147,2.6425,0.8327188027851222,1317.471099617934,1714.1171757164045,1486.0,11492.34193494206,1.0,1.0,1.0,1.0,85635.62147516571,367123.5687658524,264924.08,1417275.8403198218,16.0,1800.0,2.0
1040,4.170986551105906,0.642968569372745,2.6975,0.8338766081786048,5103.648554612361,6074.378465721593,7330.5,40727.63251469909,2.0,1.0,1.0,1.0,663474.312099607,1370227.8872948026,1629716.76,5566817.818552962,32.0,7200.0,2.0
1041,4.1708860756645905,0.6426730175148939,4.865,0.8338714007808479,5816.733066418657,7336.714165907192,7202.0,49192.10981513199,2.0,1.0,1.0,1.0,756175.2986344254,1654909.8674237053,2100679.36,6723768.67226962,32.0,7200.0,1.0
1042,4.1695146175961195,0.6386308306424436,9.075,0.8338007367630795,4367.18379567094,5362.492463092147,5814.0,35954.662414719816,2.0,1.0,1.0,1.0,567733.8934372221,1208899.8514464784,2383740.0,4914341.633985938,32.0,7200.0,2.0
1043,4.166020522226167,0.6282226620789579,7.17375,0.8336205990243192,3538.276424380754,4634.150126819173,3904.0,31071.474389502546,2.0,1.0,1.0,1.0,459975.935169498,1043161.6761305347,1427146.24,4246720.4578259485,32.0,7200.0,4.0
1044,4.16923714874632,0.6378117058317208,7.9125,0.8337864345175918,5063.761412046107,6628.612987861748,5596.5,44444.547332872964,2.0,1.0,1.0,1.0,658288.9835659938,1494155.4851384233,2178157.8,6074732.547557609,32.0,7200.0,2.0
1045,4.170904939974476,0.6427232250877983,8.68,0.8338724300194266,7001.1544417087325,9349.123003424971,7223.5,62686.06074380505,2.0,1.0,1.0,1.0,910150.0774221353,2108854.967334241,2961635.0,8568176.371443583,32.0,7200.0,2.0
1046,4.163559647425547,0.6208100164086007,0.645,0.8334937635201838,7907.637768131207,12348.410171288459,3174.0,82798.72596965336,2.0,1.0,1.0,1.0,1027992.9098570569,2776736.620187981,497175.3599999999,11316250.951801797,32.0,7200.0,1.0
1047,4.161060319080427,0.6131179152248635,9.8025,0.8333649564840152,2656.1633395384542,3574.5345648514217,2664.25,23966.756839460617,2.0,1.0,1.0,1.0,345301.234139999,802911.1435641709,1092342.5,3275481.02099923,32.0,7200.0,4.0
1048,4.155870234715745,0.5969610301339949,7.765000000000001,0.8330973968895423,1844.8228095606112,2428.0260302093952,2003.0,16279.201088244456,2.0,1.0,1.0,1.0,239826.96524287947,544127.3176388766,770113.4400000001,2224701.2413087417,32.0,7200.0,1.0
1049,4.159056361972224,0.6069334287209394,7.940833333333334,0.8332616616942435,2158.4036444218827,2833.6729438221137,2363.0,18999.099083143352,2.0,1.0,1.0,1.0,280592.4737748448,635938.1802249001,921822.0533333333,2596499.967072604,32.0,7200.0,6.0
105,4.148220610127047,0.5725342725314415,2.571,0.8327031469142628,2089.2504019646844,3036.1178350157174,1470.2,20356.858566427523,1.0,1.0,1.0,1.0,135801.27612770448,650216.6604340695,260425.3472,2510473.9653398716,16.0,1800.0,5.0
1050,4.166337637095976,0.6291888943597579,2.6416666666666666,0.833636978002212,2606.213876479973,3000.782281056915,4025.6666666666665,20119.089267336538,2.0,1.0,1.0,1.0,338807.8039423965,675578.2519569093,887793.6888888888,2749804.3562703524,32.0,7200.0,3.0
1051,4.160310550256786,0.6108080129004216,9.4575,0.8333262813649426,2896.612189312286,4028.2407266504897,2542.75,27009.066763703962,2.0,1.0,1.0,1.0,376559.5846105972,904524.7638027084,1042527.5,3691233.0294261524,32.0,7200.0,4.0
1052,4.1698762269777605,0.6396989494794758,8.35,0.8338193760667368,3374.3392477456528,3557.5117340777483,6125.0,23851.486806349167,2.0,1.0,1.0,1.0,438664.1022069349,802113.4740955526,2469600.0,3260074.1678066985,32.0,7200.0,1.0
1053,4.169766749345994,0.639374511174881,9.53,0.8338137131652626,8051.075125431036,11569.223127649668,6027.0,77573.05597629111,2.0,1.0,1.0,1.0,1046639.7663060348,2608396.865389434,2471070.0,10602843.448437402,32.0,7200.0,1.0
1054,4.174435459115963,0.6529909937485614,11.16,0.8340543591489805,17467.948836497417,23022.669277156725,18867.0,154368.5429045517,2.0,1.0,1.0,1.0,2270833.3487446643,5200722.263898251,7735470.0,21100595.915501256,32.0,72000.0,1.0
1055,4.175674684520615,0.656550180274164,3.3850000000000002,0.8341182599352774,41745.10410523726,55572.89299637936,43546.142857142855,372622.00533815636,2.0,1.0,1.0,1.0,5426863.533680844,12560007.63754192,10639193.622857142,50934366.78579741,32.0,72000.0,7.0
1056,4.17492257984848,0.6543929930105067,3.095263157894737,0.8340794923919621,18578.654840453455,22976.760764965093,24273.842105263157,154058.95058197138,2.0,1.0,1.0,1.0,2415225.1292589493,5191382.556711344,5705528.259722991,21058401.725612022,32.0,72000.0,19.0
1057,4.175198232655175,0.6551851626694275,3.882310924369748,0.8340936722234755,24838.416988463516,31965.63544847411,28976.621848739494,214331.20564940633,2.0,1.0,1.0,1.0,3228994.208500257,7223144.388893677,7540700.749178729,29297146.29798504,32.0,72000.0,119.0
1058,4.175240789158859,0.6553058363631635,5.003333333333333,0.8340959252080864,40867.180295667175,58987.427659474226,29858.666666666668,395522.1957462904,2.0,1.0,1.0,1.0,5312733.438436733,13329376.449945925,8841350.257777778,54064351.989734694,32.0,72000.0,3.0
1059,4.1744393690961985,0.6530013280446259,11.425,0.8340545850958586,17823.616569438705,23618.16403653952,18898.0,158361.54908997632,2.0,1.0,1.0,1.0,2317070.1540270317,5335249.786909358,7748180.0,21646400.03578148,32.0,72000.0,1.0
106,4.135510471330578,0.5300562512042544,3.2844444444444445,0.83204801437931,1091.9117303459427,1496.0788861365095,1021.5555555555555,10030.464273860984,1.0,1.0,1.0,1.0,70974.26247248628,319384.26711224613,192615.4350617284,1236884.3162426064,16.0,1800.0,9.0
1060,4.153326258006984,0.5889514111772265,4.0575,0.8329663286074422,1669.9945036984343,2207.1172876773944,1787.6666666666667,14797.994941525198,2.0,1.0,1.0,1.0,217099.28548079645,494055.35889262595,475233.30666666676,2022218.8521179717,32.0,72000.0,6.0
1061,4.173168855875013,0.6493301963303758,6.5425,0.8339890764080765,10495.140723368135,13611.51815378748,11952.0,91265.48502029401,2.0,1.0,1.0,1.0,1364368.2940378576,3073189.0536913387,4127742.72,12474864.714152666,32.0,72000.0,2.0
1062,4.173267188407013,0.6496153596136204,4.915,0.8339941438341288,7183.857768653624,7838.2617327721055,12302.0,52553.51614145199,2.0,1.0,1.0,1.0,933901.509924971,1769783.0220752554,3607930.5599999996,7183425.165955346,32.0,72000.0,1.0
1063,4.047219584847611,0.2069164386321646,3.145,0.8274969608455318,301.9881742919216,394.1032916267147,338.0,2641.525885131258,2.0,1.0,1.0,1.0,39258.46265794981,83400.66116928814,79984.31999999999,360515.1959065478,32.0,79200.0,1.0
1064,4.174211740781404,0.6523465200410068,3.9450000000000003,0.8340428519011578,16680.962307208352,22308.049611252227,17118.0,149577.31818126852,2.0,1.0,1.0,1.0,2168525.099937086,5038832.683356388,4489024.32,20445629.577079765,32.0,82800.0,3.0
1065,4.176123186108141,0.6578342617845327,7.135,0.8341413486821871,45726.0564961138,48263.83741761916,82834.0,323599.26174665877,2.0,1.0,1.0,1.0,5944387.3444947945,10910074.05808419,30178082.88,44233599.58016184,32.0,82800.0,1.0
1066,4.119958456665625,0.4752116046829164,5.07,0.8312463626755028,474.8328278184094,542.4881804960435,746.0,3636.3696624022473,2.0,1.0,1.0,1.0,61728.26761639322,119459.5707224902,222487.04,496727.6726311405,32.0,82800.0,1.0
1067,4.175975293895687,0.6574096356474994,8.18,0.8341337898918618,46849.93641672589,57015.93146932023,63787.0,382291.5378747415,2.0,1.0,1.0,1.0,6090491.734174366,12887716.278677803,25371917.12,52256302.424815044,32.0,83100.0,1.0
1068,4.1761251867743265,0.6578392572867181,6.045,0.8341414812584276,57733.292947223206,68637.62387160251,83128.0,460213.06484479323,2.0,1.0,1.0,1.0,7505328.083139017,15515593.645986358,27385688.32,62907686.976258986,32.0,83100.0,1.0
1069,4.176128685297792,0.6578490440394344,6.1075,0.8341416615912526,52658.74100373208,59774.79350423176,83707.0,400784.2664974687,2.0,1.0,1.0,1.0,6845636.330485171,13512161.97282874,27743848.08,54784216.642588116,32.0,83700.0,2.0
107,4.153904057585714,0.5908034442223115,3.575,0.8329960840547492,523.9871904119296,236.24278622424754,1833.0,1582.5256166283466,1.0,1.0,1.0,1.0,34059.167376775426,50662.94000435412,354135.6,195169.62009420196,16.0,1800.0,1.0
1070,4.175940798334567,0.6573116800108375,8.391666666666666,0.8341319768807924,68528.05661679636,95141.98345373671,60576.0,637942.0961493049,2.0,1.0,1.0,1.0,8908647.360183526,21505320.591489274,24505011.2,87201723.43391141,32.0,83700.0,3.0
1071,4.176128732315671,0.657849011054665,8.120000000000001,0.8341416640148083,81585.16318325933,109112.53026404184,83703.0,731612.3437598894,2.0,1.0,1.0,1.0,10606071.213823713,24665014.948220488,33132995.520000003,100005944.62439257,32.0,83700.0,1.0
1072,4.1761235812135045,0.6578342646495948,9.075,0.8341413984991377,86029.12317340358,117003.90589827347,82834.0,784527.267172322,2.0,1.0,1.0,1.0,11183786.012542466,26448814.417873137,33961940.0,107239012.88654989,32.0,84600.0,1.0
1073,4.1740864265126625,0.6519837207003669,5.4,0.834036428811468,12423.852724676295,15351.526688354266,16270.0,102931.49212900444,2.0,1.0,1.0,1.0,1615100.8542079183,3467349.2267511585,5024176.0,14069619.78563083,32.0,85500.0,1.0
1074,4.173914589119379,0.6514882103724905,3.3525,0.8340275669263539,11693.88261991096,14476.31132309256,15239.5,97063.17917721145,2.0,1.0,1.0,1.0,1520204.740588425,3269440.498247626,3707465.56,13267457.458847065,32.0,85800.0,2.0
1075,4.17421285747314,0.6523499026002623,3.9090000000000003,0.8340428893559433,14676.516764976965,18886.29473942245,17126.4,126633.16245399881,2.0,1.0,1.0,1.0,1907947.1794470055,4265945.542661348,4471497.523200001,17309407.50838511,32.0,85800.0,10.0
1076,4.175212769560142,0.6552255435708576,4.030714285714286,0.8340944797233915,28653.730364076862,38369.10765900707,29266.0,257268.80041081476,2.0,1.0,1.0,1.0,3724984.947329992,8670160.491606902,7754988.297142857,35166335.604476646,32.0,85800.0,7.0
1077,4.176092302689677,0.6577449663373701,7.96325,0.8341397862348182,70181.67399294111,91731.34524598926,77939.3,615066.837437922,2.0,1.0,1.0,1.0,9123617.619082345,20735672.354336753,30460548.983200002,84075007.16779043,32.0,86100.0,20.0
1078,4.176142699621343,0.6578886058394237,7.823333333333333,0.8341424158052625,73858.66460965625,95064.43653620945,86127.16666666667,637413.8048116603,2.0,1.0,1.0,1.0,9601626.399255313,21489547.39768989,33274943.751111116,87129723.04170574,32.0,86100.0,6.0
1079,4.175975645049879,0.6574118285903393,9.424791666666666,0.8341337730690032,59411.80067176972,78414.37477322837,63861.708333333336,525776.1217435731,2.0,1.0,1.0,1.0,7723534.087330064,17724564.028749775,26183300.416666668,71869537.23881878,32.0,86100.0,24.0
108,4.137405516372734,0.5364013831563057,5.759615384615385,0.8321456793327302,1528.304535957803,2223.355370980029,1069.0,14907.111130137097,1.0,1.0,1.0,1.0,99339.7948372572,474869.625390773,243896.46153846153,1838260.4342075037,16.0,1800.0,13.0
1080,4.175735829676241,0.656725326911309,3.6152142857142855,0.8341214116873634,41158.17239678842,53492.293106544166,46554.385714285716,358669.8223896777,2.0,1.0,1.0,1.0,5350562.411582494,12090071.88452574,11717127.026644899,49027254.17746723,32.0,86100.0,70.0
1081,4.1760698162938334,0.6576813656090845,9.598363636363636,0.8341386031572859,72727.27883434147,97203.5241237718,74789.2,651760.878870855,2.0,1.0,1.0,1.0,9454546.24846439,21972448.73298083,30663572.0,89090781.76679885,32.0,86100.0,55.0
1082,4.176095573852025,0.6577548047457491,9.442391304347826,0.8341399548482211,71198.12077427788,93281.85348605111,78449.58695652174,625463.4122161049,2.0,1.0,1.0,1.0,9255755.700656123,21086190.75907373,32164330.652173914,85496144.06137654,32.0,86100.0,46.0
1083,4.175752770761698,0.6567737963297962,8.075333333333333,0.8341222849225507,44785.644180415606,59353.33431200128,47462.53333333333,397970.01206339407,2.0,1.0,1.0,1.0,5822133.743454029,13414848.40438985,18719729.413688887,54399282.312348485,32.0,86100.0,30.0
1084,4.1759995380773045,0.6574801769976033,6.71125,0.8341350046448861,35743.07120093576,37163.65783008154,66319.0,249173.75517810544,2.0,1.0,1.0,1.0,4646599.2561216485,8400449.641662728,23262052.439999998,34060138.71544352,32.0,86100.0,4.0
1085,4.175561863382779,0.6562277844366734,5.381666666666667,0.834112444523527,39201.73569866238,52895.59831425999,38918.666666666664,354671.2428426098,2.0,1.0,1.0,1.0,5096225.640826109,11954367.615646306,11995251.982222224,48480579.02851577,32.0,86160.0,3.0
1086,4.162656551588051,0.6180464395563492,4.335,0.8334472158259597,3301.448865500519,4565.757146787871,2969.0,30613.177836053488,2.0,1.0,1.0,1.0,429188.35251506744,1026279.4134419519,815643.68,4183912.5326872836,32.0,86340.0,1.0
1087,4.158338152866005,0.604725773493087,4.865,0.8332246413117536,2798.333696275033,3957.780633144437,2272.0,26536.693400751577,2.0,1.0,1.0,1.0,363783.38051575434,887932.9323448249,662696.96,3626589.1329767923,32.0,86340.0,1.0
1088,4.169386915885638,0.6382658913976147,0.4,0.8337941543261184,4057.9138213843494,4870.535308320747,5715.0,32655.9369142346,2.0,1.0,1.0,1.0,527528.7967799654,1097938.028130518,850392.0000000001,4463459.598266008,32.0,86340.0,1.0
1089,4.175732409817856,0.6567161268775451,9.745000000000001,0.8341212169464085,49442.22984273901,67682.19435796472,46385.0,453818.5007726561,2.0,1.0,1.0,1.0,6427489.879556072,15297185.476577515,19017850.0,62033303.56938522,32.0,86340.0,2.0
109,4.1549762901208,0.5942065152005308,2.276666666666667,0.8330513527198543,2660.2279816408036,3847.472945995146,1923.0,25797.152389257142,1.0,1.0,1.0,1.0,172914.81880665224,825311.0497940944,331576.48000000004,3181532.40592534,16.0,1800.0,3.0
1090,4.173201680321941,0.6494239150291695,9.9609375,0.8339907679861441,10863.404690889776,14199.159890335226,12064.75,95205.80714702634,2.0,1.0,1.0,1.0,1412242.6098156709,3205908.5457141344,4946547.5,13013463.241190152,32.0,86340.0,16.0
