Job_unique_id, Job_shared_id, User_id, Selected_endpoint, Credit_lost, New_credit, Job_end_time, Energy_used_watt_hours, Number_of_cores_hours_used, Queue_time, Mean_duration_on_machines, Number_of_cores_used
2777, 9, 2, 0, 128226.597323, 11753748.414787, 9197.054363, 106094.944469, 22.712160, 5108.865560, 1359.170158, 20
2777, 9, 3, 0, 128226.597323, 11760225.536844, 6676.290641, 106094.944469, 22.712160, 2588.101838, 1359.170158, 20
2777, 9, 4, 0, 128226.597323, 11610822.029682, 1347823.012397, 106094.944469, 22.712160, 1343734.823593, 1359.170158, 20
2777, 9, 5, 0, 128226.597323, 11610822.029682, 1347823.012397, 106094.944469, 22.712160, 1343734.823593, 1359.170158, 20
2777, 9, 6, 1, 40579.478016, 11870973.379463, 165181.514115, 33181.187183, 1.750000, 164866.514115, 1359.170158, 20
2777, 9, 7, 2, 17079.392265, 11947790.354070, 152610.294627, 17079.392265, 2.353572, 152186.651700, 1359.170158, 20
2777, 9, 8, 3, 33787.688434, 11897540.395438, 201016.376133, 24812.284432, 3.388049, 200406.527231, 1359.170158, 20
440, 9, 0, 1, 1365.406778, 11946424.947293, 30.000000, 1012.002444, 0.333333, 0.000000, 118.856638, 40
440, 10, 1, 1, 1365.406778, 11946424.947293, 30.000000, 1012.002444, 0.333333, 0.000000, 118.856638, 40
440, 11, 2, 0, 12817.769930, 11740930.644857, 9552.130104, 10604.049029, 3.945286, 9197.054363, 118.856638, 40
440, 12, 3, 3, 3367.552713, 11756857.984131, 162783.044014, 2460.088663, 0.590008, 162729.943272, 118.856638, 40
440, 13, 4, 0, 12817.769930, 11598004.259751, 1348178.088138, 10604.049029, 3.945286, 1347823.012397, 118.856638, 40
440, 14, 5, 0, 12817.769930, 11598004.259751, 1348178.088138, 10604.049029, 3.945286, 1347823.012397, 118.856638, 40
440, 15, 6, 1, 1365.406778, 11869607.972686, 165211.514115, 1012.002444, 0.333333, 165181.514115, 118.856638, 40
440, 16, 7, 2, 1440.476097, 11946349.877973, 152647.544698, 1440.476097, 0.413890, 152610.294627, 118.856638, 40
440, 17, 8, 3, 3367.552713, 11894172.842725, 201069.476875, 2460.088663, 0.590008, 201016.376133, 118.856638, 40
2322, 18, 0, 2, 171.616630, 11946253.330662, 152913.845237, 171.616630, 53.964553, 152610.294627, 925.311121, 640
2322, 18, 1, 2, 171.616630, 11946253.330662, 152913.845237, 171.616630, 53.964553, 152610.294627, 925.311121, 640
2322, 18, 2, 0, 1700.313132, 11739230.331725, 12216.338107, 1360.188168, 473.636978, 9552.130104, 925.311121, 640
2322, 18, 3, 3, 452.093828, 11756405.890303, 163180.529885, 323.842350, 70.664155, 162783.044014, 925.311121, 640
2322, 18, 4, 0, 1700.313132, 11596303.946619, 1350842.296140, 1360.188168, 473.636978, 1348178.088138, 925.311121, 640
2322, 18, 5, 0, 1700.313132, 11596303.946619, 1350842.296140, 1360.188168, 473.636978, 1348178.088138, 925.311121, 640
2322, 18, 6, 1, 413.766222, 11869194.206463, 165547.514115, 386.554667, 59.733333, 165211.514115, 925.311121, 640
2322, 18, 7, 2, 171.616630, 11946178.261343, 152951.095307, 171.616630, 53.964553, 152647.544698, 925.311121, 640
2322, 18, 8, 3, 452.093828, 11893720.748897, 201466.962746, 323.842350, 70.664155, 201069.476875, 925.311121, 640
2763, 18, 0, 2, 109325.825647, 11836927.505015, 153344.333618, 109325.825647, 2.391602, 152913.845237, 1335.373353, 20
2763, 18, 1, 2, 109325.825647, 11836927.505015, 153344.333618, 109325.825647, 2.391602, 152913.845237, 1335.373353, 20
2763, 18, 2, 3, 179167.661907, 11560062.669818, 14251.673763, 134752.340294, 3.236101, 13669.175545, 1335.373353, 20
2763, 18, 3, 3, 179167.661907, 11577238.228396, 163763.028103, 134752.340294, 3.236101, 163180.529885, 1335.373353, 20
2763, 18, 4, 0, 691771.921506, 10904532.025113, 1354747.052954, 597408.458348, 21.693093, 1350842.296140, 1335.373353, 20
2763, 18, 5, 0, 691771.921506, 10904532.025113, 1354747.052954, 597408.458348, 21.693093, 1350842.296140, 1335.373353, 20
2763, 18, 6, 1, 265051.931250, 11604142.275213, 165971.264115, 265051.931250, 2.354167, 165547.514115, 1335.373353, 20
2763, 18, 7, 2, 109325.825647, 11836852.435696, 153381.583689, 109325.825647, 2.391602, 152951.095307, 1335.373353, 20
2763, 18, 8, 3, 179167.661907, 11714553.086990, 202049.460964, 134752.340294, 3.236101, 201466.962746, 1335.373353, 20
341, 18, 0, 2, 309.846788, 11836617.658227, 153871.701796, 302.677576, 73.245580, 153344.333618, 1604.517005, 500
341, 19, 1, 2, 309.846788, 11836617.658227, 153871.701796, 302.677576, 73.245580, 153344.333618, 1604.517005, 500
341, 20, 2, 3, 760.109046, 11559302.560772, 14939.747476, 546.568334, 95.565793, 14251.673763, 1604.517005, 500
341, 21, 3, 1, 379.751739, 11576858.476657, 33903.982456, 304.631256, 81.944444, 33313.982456, 1604.517005, 500
341, 22, 4, 0, 2852.965658, 10901679.059455, 1359359.679084, 2282.486976, 640.642518, 1354747.052954, 1604.517005, 500
341, 23, 5, 0, 2852.965658, 10901679.059455, 1359359.679084, 2282.486976, 640.642518, 1354747.052954, 1604.517005, 500
341, 24, 6, 1, 379.751739, 11603762.523475, 166561.264115, 304.631256, 81.944444, 165971.264115, 1604.517005, 500
341, 25, 7, 2, 309.846788, 11836542.588907, 153908.951867, 302.677576, 73.245580, 153381.583689, 1604.517005, 500
341, 26, 8, 3, 760.109046, 11713792.977944, 202737.534676, 546.568334, 95.565793, 202049.460964, 1604.517005, 500
1088, 27, 0, 2, 8635.057001, 11827982.601225, 224902.960130, 8635.057001, 1578.472407, 153871.701796, 223755.992563, 80
1088, 28, 1, 2, 8635.057001, 11827982.601225, 224902.960130, 8635.057001, 1578.472407, 153871.701796, 223755.992563, 80
1088, 29, 2, 3, 14222.417178, 11545080.143593, 113829.812656, 10624.666152, 2197.557004, 14939.747476, 223755.992563, 80
1088, 30, 3, 3, 14222.417178, 11562636.059478, 262653.093283, 10624.666152, 2197.557004, 163763.028103, 223755.992563, 80
1088, 31, 4, 0, 54649.907886, 10847029.151569, 2022433.600014, 46642.623726, 14734.976021, 1359359.679084, 223755.992563, 80
1088, 32, 5, 0, 54649.907886, 10847029.151569, 2022433.600014, 46642.623726, 14734.976021, 1359359.679084, 223755.992563, 80
1088, 33, 6, 1, 20998.691994, 11582763.831481, 228589.989922, 19407.283710, 1378.416129, 166561.264115, 223755.992563, 80
1088, 34, 7, 2, 8635.057001, 11827907.531906, 224940.210201, 8635.057001, 1578.472407, 153908.951867, 223755.992563, 80
1088, 35, 8, 3, 14222.417178, 11699570.560765, 301627.599857, 10624.666152, 2197.557004, 202737.534676, 223755.992563, 80
204, 36, 0, 2, 8842.811416, 11819139.789809, 224910.767261, 8842.811416, 0.650594, 224902.960130, 24.470347, 300
204, 36, 1, 2, 8842.811416, 11819139.789809, 224910.767261, 8842.811416, 0.650594, 224902.960130, 24.470347, 300
204, 36, 2, 0, 90806.899348, 11454273.244246, 12287.633941, 72655.361268, 5.941320, 12216.338107, 24.470347, 300
204, 36, 3, 1, 19687.744444, 11542948.315034, 33911.982456, 19687.744444, 0.666667, 33903.982456, 24.470347, 300
204, 36, 4, 0, 90806.899348, 10756222.252221, 2022504.895849, 72655.361268, 5.941320, 2022433.600014, 24.470347, 300
204, 36, 5, 0, 90806.899348, 10756222.252221, 2022504.895849, 72655.361268, 5.941320, 2022433.600014, 24.470347, 300
204, 36, 6, 1, 19687.744444, 11563076.087036, 228597.989922, 19687.744444, 0.666667, 228589.989922, 24.470347, 300
204, 36, 7, 2, 8842.811416, 11819064.720490, 224948.017332, 8842.811416, 0.650594, 224940.210201, 24.470347, 300
204, 36, 8, 3, 24235.669438, 11675334.891328, 301638.378279, 17483.094302, 0.898202, 301627.599857, 24.470347, 300
2103, 36, 0, 2, 286.831799, 11818852.958011, 279846.959255, 286.831799, 4883.217066, 224910.767261, 160331.752806, 320
2103, 36, 1, 1, 456.554307, 11818683.235503, 76830.000000, 273.910574, 6826.666667, 30.000000, 160331.752806, 320
2103, 36, 2, 2, 286.831799, 11453986.412447, 107998.471011, 286.831799, 4883.217066, 53062.279017, 160331.752806, 320
2103, 36, 3, 0, 2944.734253, 11540003.580781, 450129.289717, 2355.815640, 39418.044362, 6676.290641, 160331.752806, 320
2103, 36, 4, 0, 2944.734253, 10753277.517968, 2465957.894924, 2355.815640, 39418.044362, 2022504.895849, 160331.752806, 320
2103, 36, 5, 0, 2944.734253, 10753277.517968, 2465957.894924, 2355.815640, 39418.044362, 2022504.895849, 160331.752806, 320
2103, 36, 6, 1, 456.554307, 11562619.532729, 305397.989922, 273.910574, 6826.666667, 228597.989922, 160331.752806, 320
2103, 36, 7, 2, 286.831799, 11818777.888691, 279884.209326, 286.831799, 4883.217066, 224948.017332, 160331.752806, 320
2103, 36, 8, 3, 783.941155, 11674550.950173, 367776.198434, 562.864277, 5878.917347, 301638.378279, 160331.752806, 320
3224, 36, 0, 2, 207.959242, 11818644.998768, 283910.838866, 207.959242, 22.577109, 279846.959255, 12369.669930, 20
3224, 36, 1, 2, 207.959242, 11818475.276260, 228974.646872, 207.959242, 22.577109, 224910.767261, 12369.669930, 20
3224, 36, 2, 0, 1311.065680, 11452675.346767, 47867.498996, 1118.817285, 197.665917, 12287.633941, 12369.669930, 20
3224, 36, 3, 1, 667.143939, 11539336.436841, 38440.382456, 599.805176, 25.157778, 33911.982456, 12369.669930, 20
3224, 36, 4, 0, 1311.065680, 10751966.452288, 2501537.759979, 1118.817285, 197.665917, 2465957.894924, 12369.669930, 20
3224, 36, 5, 0, 1311.065680, 10751966.452288, 2501537.759979, 1118.817285, 197.665917, 2465957.894924, 12369.669930, 20
3224, 36, 6, 1, 667.143939, 11561952.388790, 309926.389922, 599.805176, 25.157778, 305397.989922, 12369.669930, 20
3224, 36, 7, 2, 207.959242, 11818569.929449, 283948.088937, 207.959242, 22.577109, 279884.209326, 12369.669930, 20
3224, 36, 8, 3, 340.119236, 11674210.830938, 373082.733486, 252.668794, 29.480750, 367776.198434, 12369.669930, 20
1114, 36, 0, 2, 6255.623433, 11812389.375335, 381861.980707, 6255.623433, 2176.692041, 283910.838866, 308160.316858, 80
1114, 36, 1, 2, 6255.623433, 11812219.652827, 326925.788713, 6255.623433, 2176.692041, 228974.646872, 308160.316858, 80
1114, 36, 2, 1, 16612.713847, 11436062.632920, 169208.832411, 16612.713847, 1920.755556, 82774.832411, 308160.316858, 80
1114, 36, 3, 0, 61414.925600, 11477921.511242, 1362339.463523, 49138.558983, 20271.337196, 450129.289717, 308160.316858, 80
1114, 36, 4, 0, 61414.925600, 10690551.526689, 3413747.933785, 49138.558983, 20271.337196, 2501537.759979, 308160.316858, 80
1114, 36, 5, 0, 61414.925600, 10690551.526689, 3413747.933785, 49138.558983, 20271.337196, 2501537.759979, 308160.316858, 80
1114, 36, 6, 1, 16612.713847, 11545339.674943, 396360.389922, 16612.713847, 1920.755556, 309926.389922, 308160.316858, 80
1114, 36, 7, 2, 6255.623433, 11812314.306016, 381899.230777, 6255.623433, 2176.692041, 283948.088937, 308160.316858, 80
1114, 36, 8, 3, 16391.059709, 11657819.771229, 509128.685270, 11823.830786, 3023.243373, 373082.733486, 308160.316858, 80
1829, 36, 0, 2, 5788.903323, 11806600.472012, 437292.048554, 5788.903323, 3079.448214, 381861.980707, 164540.475786, 200
